Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.55
Czechia,CZE,Gini index,SI.POV.GINI,26.2
Czechia,CZE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Czechia,CZE,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,11.9
Czechia,CZE,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.912254869937897
Czechia,CZE,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Czechia,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17172.9272011104
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.51
Croatia,HRV,Gini index,SI.POV.GINI,29.5
Croatia,HRV,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Croatia,HRV,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,23.2
Croatia,HRV,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.607223808765411
Croatia,HRV,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,12132.9220956216
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.76
Finland,FIN,Gini index,SI.POV.GINI,27.1
Finland,FIN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Finland,FIN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,16
Finland,FIN,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.981748819351196
Finland,FIN,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39966.4068264468
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.01
France,FRA,Gini index,SI.POV.GINI,30.7
France,FRA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
France,FRA,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,18.2
France,FRA,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.280948132276535
France,FRA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,31681.8846184651
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.86
Germany,DEU,Gini index,SI.POV.GINI,..
Germany,DEU,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Germany,DEU,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,24
Germany,DEU,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.644988059997559
Germany,DEU,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,38425.6661395502
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.31
Greece,GRC,Gini index,SI.POV.GINI,33.6
Greece,GRC,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Greece,GRC,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,28.9
Greece,GRC,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.115144267678261
Greece,GRC,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,14754.4081288399
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.25
Hungary,HUN,Gini index,SI.POV.GINI,29.7
Hungary,HUN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Hungary,HUN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,17.8
Hungary,HUN,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.836977124214172
Hungary,HUN,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,12755.7995825262
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.48
Iceland,ISL,Gini index,SI.POV.GINI,..
Iceland,ISL,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Iceland,ISL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Iceland,ISL,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.37493765354156
Iceland,ISL,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,48047.3783176536
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.33
Israel,ISR,Gini index,SI.POV.GINI,..
Israel,ISR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Israel,ISR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Israel,ISR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Israel,ISR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.88781064748764
Israel,ISR,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,37545.2387539491
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.16
Italy,ITA,Gini index,SI.POV.GINI,35.2
Italy,ITA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Italy,ITA,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,25.3
Italy,ITA,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.39929535984993
Italy,ITA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,25986.3523253151
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.1
Latvia,LVA,Gini index,SI.POV.GINI,35.7
Latvia,LVA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Latvia,LVA,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,26
Latvia,LVA,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.462128847837448
Latvia,LVA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Latvia,LVA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,13734.5426228173
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.49
Lithuania,LTU,Gini index,SI.POV.GINI,36
Lithuania,LTU,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Lithuania,LTU,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,24.8
Lithuania,LTU,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.921403408050537
Lithuania,LTU,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Lithuania,LTU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17026.2645196367
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.88
Montenegro,MNE,Gini index,SI.POV.GINI,..
Montenegro,MNE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Montenegro,MNE,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,30.9
Montenegro,MNE,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0612264648079872
Montenegro,MNE,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Montenegro,MNE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6966.31698159554
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.82
Netherlands,NLD,Gini index,SI.POV.GINI,26
Netherlands,NLD,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Netherlands,NLD,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,16.3
Netherlands,NLD,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.830863893032074
Netherlands,NLD,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Netherlands,NLD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,42296.0224348672
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.55
North Macedonia,MKD,Gini index,SI.POV.GINI,..
North Macedonia,MKD,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
North Macedonia,MKD,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,39.8
North Macedonia,MKD,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
North Macedonia,MKD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.112023413181305
North Macedonia,MKD,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
North Macedonia,MKD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4853.91772923445
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.42
Norway,NOR,Gini index,SI.POV.GINI,..
Norway,NOR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Norway,NOR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,15.9
Norway,NOR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Norway,NOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.22151875495911
Norway,NOR,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Norway,NOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,53514.24748511
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.8
Portugal,PRT,Gini index,SI.POV.GINI,34.7
Portugal,PRT,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Portugal,PRT,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Portugal,PRT,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00865364074707
Portugal,PRT,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Portugal,PRT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17468.2513613822
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.01
Serbia,SRB,Gini index,SI.POV.GINI,35
Serbia,SRB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Serbia,SRB,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,29.8
Serbia,SRB,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Serbia,SRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.170778825879097
Serbia,SRB,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Serbia,SRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6310.02023993928
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.97
Slovenia,SVN,Gini index,SI.POV.GINI,24
Slovenia,SVN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Slovenia,SVN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,15
Slovenia,SVN,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.701404273509979
Slovenia,SVN,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Slovenia,SVN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,20263.1422555065
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.69
Slovak Republic,SVK,Gini index,SI.POV.GINI,..
Slovak Republic,SVK,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Slovak Republic,SVK,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,14.8
Slovak Republic,SVK,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.633921086788177
Slovak Republic,SVK,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Slovak Republic,SVK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,15629.1878310939
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.53
Spain,ESP,Gini index,SI.POV.GINI,34.9
Spain,ESP,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Spain,ESP,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,26.4
Spain,ESP,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.411397874355316
Spain,ESP,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,22544.8941160394
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.82
Switzerland,CHE,Gini index,SI.POV.GINI,..
Switzerland,CHE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Switzerland,CHE,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Switzerland,CHE,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.17615520954132
Switzerland,CHE,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Switzerland,CHE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,63781.7332073692
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.29
Sweden,SWE,Gini index,SI.POV.GINI,28.9
Sweden,SWE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Sweden,SWE,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,17.9
Sweden,SWE,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.99729984998703
Sweden,SWE,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Sweden,SWE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,44552.0795523668
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.472
United Kingdom,GBR,Gini index,SI.POV.GINI,32.6
United Kingdom,GBR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
United Kingdom,GBR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
United Kingdom,GBR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.481457024812698
United Kingdom,GBR,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.16
Poland,POL,Gini index,SI.POV.GINI,..
Poland,POL,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Poland,POL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,17.3
Poland,POL,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.49156528711319
Poland,POL,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Poland,POL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,13314.9333160174
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.62
Ireland,IRL,Gini index,SI.POV.GINI,29.2
Ireland,IRL,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Ireland,IRL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,20.8
Ireland,IRL,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.965446054935455
Ireland,IRL,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,41466.8180345139
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.12
Bulgaria,BGR,Gini index,SI.POV.GINI,40.5
Bulgaria,BGR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Bulgaria,BGR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,32.1
Bulgaria,BGR,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.40158087015152
Bulgaria,BGR,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Bulgaria,BGR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8440.09964865379
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.96
Estonia,EST,Gini index,SI.POV.GINI,30.7
Estonia,EST,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Estonia,EST,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,23.3
Estonia,EST,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.709752976894379
Estonia,EST,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,19403.4408331436
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
